feature_id	Domain	Phylum	Class	Order	Family	Genus	Species
99704e3c233cace92230fbaf981ee073	Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus	uncultured bacterium
9971300183c19b15fa20df7396ddd9ad	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	Parasutterella excrementihominis
997d3dcc7d9ca8f777b87856877b2f39	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	Colidextribacter NA
997f6dd9c3f80ad939ab362dac936f38	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus NA
9982142a013422bb8d4a3406b5c7bcf1	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema NA
998364ea44443580122943fffe87ab45	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	uncultured organism
99842a8ac93effd331caded00a937036	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga NA
99858a1bc7644fc50b5e92604ecebbc4	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia NA
998bcd542bb3f1a3822cf0737f850af0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella oulorum
998cdb402e5886040c99a733f737a2e4	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Filifactor	Filifactor alocis
999193985febdaa03e35251ea7f02fa8	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Selenomonas	Schwartzia sp.
9991ff5f2432f2cd537517230cdbaca9	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Clostridium] methylpentosum group	[Clostridium] methylpentosum group	uncultured bacterium
99923c300b5db3ddc3aa4b935cf6fa93	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium NA
999800ba0eb47ae259b5ee014c4a0c4f	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea	Absiella argi
9998aa475816d408997ebf14662f6daf	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	uncultured bacterium
999ef98fef008fe6228d4b877ce985c0	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces NA
999fe204c17ccff5951d0780322a894d	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	[Eubacterium] coprostanoligenes group	uncultured bacterium
99a5c016de4cc8114d139ff97a02fe81	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum NA
99a6722fea21373dfe852c759ce01d59	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium NA
99a6ebaff8d86a150f1acf23335d73d8	Bacteria	Firmicutes	Firmicutes NA	Firmicutes NA	Firmicutes NA	Firmicutes NA	Firmicutes NA
99a796e4d5b38185cff8c6f343d15644	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NA	Lachnospiraceae NA
99ad112d73282338980f05f5f8c296f2	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	Tannerella NA
99b4b08d63c3459f7ad9f4a23395d664	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacteriaceae NA	Enterobacteriaceae NA
99b521a488f55fd6d3c46863264d7c8b	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga leadbetteri
99bc7e2f54d08636150d21eca06cc37d	Bacteria	Firmicutes	Clostridia	Clostridia NA	Clostridia NA	Clostridia NA	Clostridia NA
99c2870fa604d45b1b2a9904a440f2d5	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter NA
99c3b3aaaba334da478944fe8a401836	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus NA
99ca7662e23c194ea5ca45188a6dcb34	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus Koribacter	uncultured bacterium
99cb6480691488a61d9accdc5036e0eb	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	Parasutterella NA
99d2350bff73bfe980e5c3ea0ff9b5dc	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroidaceae bacterium
99d423dc2f8d90641b035c9085860e59	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Peptoanaerobacter	Peptoanaerobacter stomatis
99d497685ebcbc9ab9335496740d95b5	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes NA
99d81aa6eab6db8fdd431a7416b55e3b	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	Parasutterella NA
99dc6bc8b8001bb407ee067c16314397	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	Paraprevotella NA
99dd58abe78473c2b0cf4bdaee7d3616	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae NA	Prevotellaceae NA
99e0e5dd0d27f74448a25c5f3bab5d86	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas NA
99e538716d59e2b122f7156901ecfa0d	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia NA
99e7bd7e05651489d56a9e2235fd08d3	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	Bacteroidales genomosp.
99e89b6c1be447c904a3c469b87a223e	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	Coprococcus NA
99ef10469bf0b560d40f618026033d3d	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus NA
99f8fa34782b8273d6893012f2a2e6fa	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides clarus
99f97a5553f9a9fb70c8cde791674b65	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema NA
9a04db2d9912e819909f71f10057e6eb	Bacteria	Bacteria NA	Bacteria NA	Bacteria NA	Bacteria NA	Bacteria NA	Bacteria NA
9a06db838131d306e1d082428a8f7fe4	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas NA
9a091f940ac4acf86811432bc8b2f12f	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NA	Lachnospiraceae NA
9a12665ec2a2f5a850301343da058f21	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	uncultured bacterium
9a1ad3d5df05949e3099db6a4426382d	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia NA
9a1e1e8673dbeacbedd11c205f1d4754	Bacteria	Firmicutes	Clostridia	uncultured	uncultured	uncultured	uncultured organism
9a1f599d29b6630b54a21d18fccc0e19	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] ruminantium group	[Eubacterium] ruminantium group NA
9a21ea14b0bac6f6892fc80330d7c82e	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	uncultured organism
9a25452c923a58e5b9ce20d0905db92b	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	Ruminococcus bicirculans
9a2851ed2cf3f6d9c0a9b47c3b461553	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella	Gemella NA
9a2a4997703c65fe6727bcea8f7deb79	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	[Eubacterium] saphenum group	Eubacterium saphenum
9a363b40b8229a48a067165fdb9f0e67	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga NA
9a3954298b2602d4cda170ff0b579be1	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	uncultured	uncultured	uncultured bacterium
9a3da67ac619dbb007fa6f5225832fe0	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	Christensenellaceae R-7 group NA
9a3dea0c264650459ffacdd38bc4c31c	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 7	Prevotella pleuritidis
9a4131c0bd6f900fd16f9bd45378d061	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga NA
9a420430d34d16f9712f89b1fa51a3e9	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga NA
9a431fe07c69e5e04a3719c803f02b4c	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium NA
9a4b285a6619b7285e5e3fdb97707cd5	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga ochracea
9a4b8ce548a36251bdd639a63783dc56	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Catenibacterium	uncultured bacterium
9a4c969b395537c76b739c4633466433	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-008	metagenome
9a52ccdf69ce2931b11553946e33f821	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia NA
9a556f0253ac25a70e6fcd8d984ae2d6	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	uncultured Bacteroidetes
9a561a80897ba981e407be7ee40a40d0	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Selenomonadaceae NA	Selenomonadaceae NA
9a5fbbb83d9c63dde7eb89c05ab4af1a	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae NA	Ruminococcaceae NA
9a6cec0cb7ffec03b4f1d90e13a8be7b	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NA	Lachnospiraceae NA
9a71d4e25da63d109e00e62ed2015b47	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	uncultured bacterium
9a7223999826a256d29d76f5424131f8	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	Lautropia NA
9a725fc070a13228671c51e716ae68d9	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Synergistes	uncultured organism
9a7fff58043edbcd41b7a07aa4142fe6	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas NA
9a848bfb8d716d0f367988197125ad48	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family XIII AD3011 group	uncultured organism
9a8d659d340011d1bb32709c1e1d81b7	Unassigned	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA
9a95c71560de6fcbdcf11de54ae99c5c	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Terrisporobacter	Terrisporobacter NA
9a96bb54f1481ef1f339d11271eadfaa	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	uncultured bacterium
9a976fcd0862bc5125ec0ac62811a140	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium NA
9a992afcf99c55a62224dd42cfea4c26	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium NA
9a99a514c4e753f330aa592d3a56899a	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	Veillonella NA
9a9aa1587db12ae7d47f355838ef734c	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Anaerovoracaceae NA	Anaerovoracaceae NA
9a9e7ceed243a4f5522fa4b3189c9ecd	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NA	Lachnospiraceae NA
9aa636a874d9c5e38290dd42abff715f	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia NA
9aa8f678a41cfc45b4772aa3b4c875be	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 7	Prevotella multisaccharivorax
9aaa6db7042a44fdb2f1f147914ba8bd	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Fretibacterium	Fretibacterium NA
9ab0daa1ca34f9989a9b25d674bfd309	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia trevisanii
9ab10a9ba0c9686e9fbf9e7d5fcc3d8a	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces NA
9ab7faa5368a6745ebf066e0270be0f0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides NA
9aba3a5b9169e40bf289f02c2fe9af4e	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	[Eubacterium] coprostanoligenes group	uncultured Clostridiales
9abac5298e43703b56cb23e92782471b	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	Olsenella sp.
9abb2f93428a2cff3f3aee375d03e29d	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae NA	Oscillospiraceae NA
9abf0abcc8d5be6233b2e9ac68a4b289	Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus	bacterium NLAE-zl-H60
9ac18e8e1b2eed0ebed1dfd1edd9c148	Unassigned	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA
9ac9b3e6cf7030f20d72698a11f16551	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides NA
9ada0ec95941efc8809a1926a59792bd	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema refringens
9ada5099d54b551f6b24d430afcfe980	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	Alloprevotella rava
9adaea671e0e7c4e7a48c8a5a1cc9819	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Allisonella	uncultured bacterium
9ae4a24f8afe2d11c1c619180d04e01d	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Haematobacter	Haematobacter NA
9ae4a585eaea34620f0342b0ac122526	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga leadbetteri
9ae76d1d9decba2fff696d5fbcdc01a5	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia NA
9af0c924edca1baadf624cda74e91b72	Bacteria	Firmicutes	Clostridia	Clostridia NA	Clostridia NA	Clostridia NA	Clostridia NA
9af0eb9868f7dac5bfdcd08fd74d293a	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	DTU089	DTU089 NA
9af2911f6df6d008cf67880633e1d491	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	Anaerotignum lactatifermentans
9aff712d9c5a7e86f06442a3f2a5bb89	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Catenibacterium	uncultured bacterium
9b0f6c02a9f2c8499b1c1397fe9b500a	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 9	Prevotella 9 NA
9b161143f48488fe2d23a7c62fc93f73	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family XIII UCG-001	uncultured bacterium
9b1febb038adf40028312af1943c2d93	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Alysiella	Alysiella NA
9b23053de8f4269fe6b5ce286dfbef3c	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus NA
9b2b9e7aab38d79f3704ec4bf6def109	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	SM2D12	uncultured bacterium
9b37358c3c17db21a333f7b821e65c94	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella	metagenome
9b39a845425872b8466dd78a5748b19d	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria perflava
9b3ca1b856c0e5d4c1d860bc0b90cce9	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonadaceae	Saccharimonadaceae NA
9b4a969ed7e212efe46709cafa5e4972	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacteriaceae NA	Enterobacteriaceae NA
9b4ab50975f4e74f3b7bb27efe8e57f9	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	Atopobium NA
9b4bb89dff55643c6417df4d85984a5a	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Mogibacterium sp.
9b5068785be4a41b13c5851e34e203df	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus NA
9b540b4fc5760acd2465de5876abbc59	Unassigned	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA
9b60d646a909e561778434aa208d1722	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014	Clostridia UCG-014	uncultured bacterium
9b6143f481836fc88f44d25268bb728d	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Subdoligranulum	Subdoligranulum NA
9b65dd324de72e6e03564748ad136fd9	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Clostridia vadinBB60 group	Clostridia vadinBB60 group	Clostridia vadinBB60 group NA
9b687de9be4f704b467cda05c8dbe5ff	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Mobiluncus	uncultured bacterium
9b6d52edc528488e5363dea9fd36ced8	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Ruminococcus] torques group	[Ruminococcus] torques group NA
9b760a795e0c7267e1d7c73ff9d8c42f	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria NA
9b7a2ab8b489819ac5bf1fa132094995	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	uncultured	uncultured bacterium
9b7a677372917f83b97b964f7286a221	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Peptostreptococcaceae NA	Peptostreptococcaceae NA
9b7a8a443b34fb607fae445c0b149466	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	Ruminococcus NA
9b82a779ba627af5a81f3e77abe0d7dc	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides NA
9b8332745821f1c63359e94a52a17147	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	uncultured bacterium
9b848b5d93dbd0748b4badeff0e91478	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-010	Lachnospiraceae UCG-010 NA
9b8d685c8be7b2a963429ea32203f32c	Unassigned	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA
9b901ec5c20e1d6b1b5dfbb25c60ec05	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes NA
9b90d16e70c628766310ca5d53bd7e86	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	uncultured	uncultured NA
9b9440d4615547b6840e83473e6c3d5e	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius
9b9a45fbfe5cda8f63f5067fd78f3b47	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides NA
9b9d9094efbe55afb0c3dc9fcffa1925	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Schaalia odontolytica
9ba70609362ed5c1594480746b1b65ba	Bacteria	Firmicutes	Bacilli	RF39	RF39	RF39	uncultured bacterium
9babcad18fd27a4921908acd79a6601c	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus	Haemophilus sp.
9badc1b3c81d55624bbef2d006de2a47	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	uncultured bacterium
9bae04a25d3b2372753765333a2c981d	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas asaccharolytica
9bb6e6b2ef2c56fcf99bdf3a3707b40d	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga NA
9bb8e4fa875a657b146f794e9118991d	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium NA
9bbfbc7b45ae817110dce31b78dfb121	Eukaryota	Incertae Sedis	Incertae Sedis	Incertae Sedis	Incertae Sedis	Blastocystis	metagenome
9bc070b50db3172edfd016a08a01c91c	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 7	Prevotella 7 NA
9bc096dcd4101557c02e2d93a6b9a04e	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacteriaceae NA	Enterobacteriaceae NA
9bc39341d4603a7d3b0bf6e703947b22	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	uncultured bacterium
9bc782640d2ea81ea05a585f2722cf14	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium NA
9bc7d23a7c8788bececbece340905b89	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	UCG-010	uncultured bacterium
9bcd1137909a5e7b885990c39262c3d8	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 7	Prevotella sp.
9bcfd31e83746bdfd7a0030bc909a7c6	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelotrichaceae UCG-003	uncultured bacterium
9bd4b9f99071196fab8d6163371a41af	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium matruchotii
9bd5f8575c4ee4341e2a45c795147afb	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas somerae
9bd610de182ba88f5c8f0aaab73190ee	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Aggregatibacter	Aggregatibacter actinomycetemcomitans
9bd62933e7caa47ba8af7f78115f61fe	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella NA
9bd850c0c38bfb1c34707442c47268f1	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia NA
9bdb60f2c4b135e2555623e66ca4cabb	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium NA
9bde22012c81004aba524526d78f15b0	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces lingnae
9bdeb1a1e05590508a5fe35e4630aaec	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Subdoligranulum	Subdoligranulum NA
9be1b8ad127467ec474effee10166b34	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	uncultured bacterium
9be1c78abcfce6fc31faca7487f0b366	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 7	Prevotella melaninogenica
9be21d21afb1aeb50457cdb289cb71f9	Bacteria	Firmicutes	Bacilli	RF39	RF39	RF39	RF39 NA
9be532a983918a821bad46a96f5f60a8	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella oulorum
9be59bc51b12397148f22494ef1d1f26	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	Paraprevotella NA
9be5c105aac6f2279baa16ec4a9a0b6b	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	uncultured bacterium
9be7cae2c0b1fa7c813f94794453de55	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Megasphaera	Megasphaera micronuciformis
9be8e4d4919ec569eb355cb676c02eef	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Flavonifractor	Flavonifractor NA
9bfa7dbc0ea2d9a0e184b1fb506b93d9	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Slackia	Slackia NA
9c0a301cd5896badd23f1d9aef1c8556	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus	uncultured bacterium
9c0d99aaf37e21581f14296c027559f5	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	Coprococcus NA
9c105af77a9c31f6187e8b4668eba8bb	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	uncultured	uncultured Clostridiales
9c1539ae5c1c280f7bbb69f6a984bd23	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillales NA	Lactobacillales NA	Lactobacillales NA
9c17c8675689c7d3b118f05b88dc9131	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelotrichaceae UCG-003	Erysipelotrichaceae UCG-003 NA
9c28491f3588f21c6ede416915462e53	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter NA
